index,n_qubits,qc_depth,single_qubit_gates,multi_qubit_gates,qubit_topology,qasm_file,n_shots,mapped_backend,application,sdk,opt_level
311,27,722,"{'rz': 936, 'sx': 492, 'measure': 12}",{'cx': 1344},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13)",portfoliovqe_mapped_ibm_montreal_qiskit_opt0_12.qasm,2931,ibm_27q,portfoliovqe,qiskit,0
312,27,32,"{'rz': 60, 'sx': 30, 'measure': 18}",{'cx': 51},"(1, 4); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (14, 11); (14, 16); (15, 12); (15, 18); (16, 14); (18, 15); (19, 22); (22, 19); (22, 25); (24, 25); (25, 22); (25, 24)",graphstate_mapped_ibm_montreal_qiskit_opt1_18.qasm,3006,ibm_27q,graphstate,qiskit,1
313,27,29,"{'rz': 79, 'sx': 43, 'measure': 25, 'x': 1}",{'cx': 45},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 15); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",graphstate_mapped_ibm_montreal_qiskit_opt3_25.qasm,3591,ibm_27q,graphstate,qiskit,3
314,27,217,"{'rz': 127, 'sx': 11, 'measure': 10}",{'cx': 255},"(11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (19, 16); (19, 20); (19, 22); (20, 19); (22, 19)",qftentangled_mapped_ibm_montreal_qiskit_opt2_10.qasm,2483,ibm_27q,qftentangled,qiskit,2
315,27,1318,"{'rz': 252, 'sx': 168, 'measure': 21}",{'cx': 5322},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",twolocalrandom_mapped_ibm_montreal_qiskit_opt0_21.qasm,1701,ibm_27q,twolocalrandom,qiskit,0
316,27,844,"{'rz': 690, 'sx': 138, 'measure': 23}",{'cx': 2372},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (14, 11); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (25, 22)",qnn_mapped_ibm_montreal_qiskit_opt1_23.qasm,3086,ibm_27q,qnn,qiskit,1
317,27,53,"{'rz': 49, 'sx': 29, 'measure': 14}",{'cx': 40},"(4, 7); (7, 4); (7, 10); (10, 7); (10, 12); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (22, 19); (22, 25); (25, 22)",dj_mapped_ibm_montreal_qiskit_opt2_15.qasm,3561,ibm_27q,dj,qiskit,2
318,27,7682,"{'rz': 4481, 'sx': 1313, 'x': 118, 'measure': 11}",{'cx': 6351},"(5, 8); (8, 5); (8, 9); (8, 11); (9, 8); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14); (16, 19); (19, 16)",grover-v-chain_mapped_ibm_montreal_qiskit_opt3_11.qasm,1172,ibm_27q,grover-v-chain,qiskit,3
319,27,360,"{'rz': 276, 'sx': 24, 'measure': 12, 'x': 1}",{'cx': 473},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (18, 15); (18, 21); (21, 18)",qpeexact_mapped_ibm_montreal_qiskit_opt1_13.qasm,1051,ibm_27q,qpeexact,qiskit,1
320,27,290,"{'rz': 406, 'sx': 171, 'measure': 15, 'x': 8}",{'cx': 498},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (16, 14)",qft_mapped_ibm_montreal_qiskit_opt3_15.qasm,1635,ibm_27q,qft,qiskit,3
321,27,15,"{'measure': 12, 'rz': 2, 'sx': 1}",{'cx': 11},"(12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24); (25, 26); (26, 25)",ghz_mapped_ibm_montreal_qiskit_opt1_12.qasm,3831,ibm_27q,ghz,qiskit,1
322,27,52,"{'rz': 48, 'sx': 31, 'measure': 13, 'x': 2}",{'cx': 29},"(7, 10); (10, 7); (10, 12); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (23, 21)",dj_mapped_ibm_montreal_qiskit_opt3_14.qasm,2017,ibm_27q,dj,qiskit,3
323,27,1638,"{'rz': 726, 'sx': 132, 'measure': 22}",{'cx': 5412},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qnn_mapped_ibm_montreal_qiskit_opt0_22.qasm,3279,ibm_27q,qnn,qiskit,0
324,27,225,"{'rz': 218, 'sx': 84, 'measure': 11, 'x': 5}",{'cx': 273},"(4, 7); (6, 7); (7, 4); (7, 6); (7, 10); (10, 7); (10, 12); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 13); (15, 12); (15, 18); (17, 18); (18, 15); (18, 17); (18, 21); (21, 18)",qftentangled_mapped_ibm_montreal_qiskit_opt3_11.qasm,2426,ibm_27q,qftentangled,qiskit,3
325,27,763,"{'sx': 160, 'rz': 160, 'measure': 20}",{'cx': 2389},"(1, 4); (4, 1); (4, 7); (6, 7); (7, 4); (7, 6); (7, 10); (10, 7); (10, 12); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",twolocalrandom_mapped_ibm_montreal_qiskit_opt1_20.qasm,3648,ibm_27q,twolocalrandom,qiskit,1
326,27,770,"{'rz': 744, 'sx': 434, 'measure': 13}",{'cx': 1080},"(1, 4); (4, 1); (4, 7); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (16, 14); (16, 19); (19, 16); (19, 22); (22, 19)",portfoliovqe_mapped_ibm_montreal_qiskit_opt1_13.qasm,1123,ibm_27q,portfoliovqe,qiskit,1
327,27,89,"{'rz': 114, 'sx': 57, 'measure': 19}",{'cx': 211},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (17, 18); (18, 15); (18, 17)",graphstate_mapped_ibm_montreal_qiskit_opt0_19.qasm,3518,ibm_27q,graphstate,qiskit,0
328,27,29,"{'rz': 72, 'sx': 36, 'measure': 24}",{'cx': 63},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",graphstate_mapped_ibm_montreal_qiskit_opt2_24.qasm,1600,ibm_27q,graphstate,qiskit,2
329,27,274,"{'rz': 176, 'sx': 88, 'measure': 11}",{'cx': 843},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13)",su2random_mapped_ibm_montreal_qiskit_opt0_11.qasm,1885,ibm_27q,su2random,qiskit,0
330,27,81,"{'sx': 76, 'rz': 38, 'measure': 20, 'x': 1}",{'cx': 38},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 15); (14, 11); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (20, 19); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24)",wstate_mapped_ibm_montreal_qiskit_opt1_20.qasm,1796,ibm_27q,wstate,qiskit,1
331,27,2358,"{'rz': 2183, 'sx': 840, 'x': 32, 'measure': 24}",{'cx': 4985},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",random_mapped_ibm_montreal_qiskit_opt2_24.qasm,3770,ibm_27q,random,qiskit,2
332,27,1680,"{'rz': 1555, 'sx': 566, 'measure': 19, 'x': 12}",{'cx': 3694},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (17, 18); (18, 15); (18, 17)",random_mapped_ibm_montreal_qiskit_opt0_19.qasm,2512,ibm_27q,random,qiskit,0
333,27,767,"{'rz': 667, 'sx': 116, 'measure': 20}",{'cx': 1058},"(1, 2); (2, 1); (2, 3); (3, 2); (3, 5); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (22, 19)",ae_mapped_ibm_montreal_qiskit_opt1_20.qasm,1591,ibm_27q,ae,qiskit,1
334,27,352,"{'rz': 222, 'sx': 189, 'measure': 10, 'x': 6}",{'cx': 395},"(10, 12); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14); (16, 19); (19, 16); (19, 20); (19, 22); (20, 19); (22, 19)",realamprandom_mapped_ibm_montreal_qiskit_opt3_10.qasm,2178,ibm_27q,realamprandom,qiskit,3
335,27,1059,"{'rz': 847, 'sx': 44, 'measure': 22, 'x': 1}",{'cx': 2888},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qpeinexact_mapped_ibm_montreal_qiskit_opt0_23.qasm,3355,ibm_27q,qpeinexact,qiskit,0
336,27,58,"{'measure': 13, 'rz': 2, 'sx': 1}",{'cx': 102},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (6, 7); (7, 4); (7, 6); (7, 10); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13)",ghz_mapped_ibm_montreal_qiskit_opt0_13.qasm,3995,ibm_27q,ghz,qiskit,0
337,27,7007,"{'rz': 3222, 'sx': 771, 'x': 54, 'measure': 17}",{'cx': 7299},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14)",qwalk-v-chain_mapped_ibm_montreal_qiskit_opt0_17.qasm,3428,ibm_27q,qwalk-v-chain,qiskit,0
338,27,324,"{'rz': 252, 'sx': 14, 'measure': 14}",{'cx': 509},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14); (16, 19); (19, 16)",qft_mapped_ibm_montreal_qiskit_opt2_14.qasm,3616,ibm_27q,qft,qiskit,2
339,27,316,"{'rz': 239, 'sx': 22, 'measure': 11, 'x': 1}",{'cx': 541},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (13, 12); (13, 14); (14, 11); (14, 13)",qpeexact_mapped_ibm_montreal_qiskit_opt0_12.qasm,4074,ibm_27q,qpeexact,qiskit,0
340,27,258,"{'rz': 210, 'sx': 12, 'measure': 12}",{'cx': 369},"(11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",qft_mapped_ibm_montreal_qiskit_opt1_12.qasm,3224,ibm_27q,qft,qiskit,1
341,27,333,"{'rz': 316, 'sx': 98, 'x': 16, 'measure': 13}",{'cx': 452},"(4, 7); (7, 4); (7, 10); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qpeexact_mapped_ibm_montreal_qiskit_opt3_14.qasm,1962,ibm_27q,qpeexact,qiskit,3
342,27,18,"{'measure': 15, 'rz': 2, 'sx': 1}",{'cx': 14},"(2, 3); (3, 2); (3, 5); (5, 3); (5, 8); (8, 5); (8, 11); (11, 8); (11, 14); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12); (15, 18); (18, 15); (18, 21); (21, 18); (21, 23); (23, 21); (23, 24); (24, 23); (24, 25); (25, 24); (25, 26); (26, 25)",ghz_mapped_ibm_montreal_qiskit_opt3_15.qasm,1771,ibm_27q,ghz,qiskit,3
343,27,2277,"{'rz': 1178, 'sx': 590, 'x': 28, 'measure': 11}",{'cx': 1627},"(7, 10); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (19, 16)",qwalk-v-chain_mapped_ibm_montreal_qiskit_opt3_11.qasm,1504,ibm_27q,qwalk-v-chain,qiskit,3
344,27,120,"{'sx': 100, 'rz': 50, 'measure': 26, 'x': 1}",{'cx': 65},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (12, 10); (12, 13); (13, 12); (13, 14); (14, 13); (14, 16); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",wstate_mapped_ibm_montreal_qiskit_opt2_26.qasm,3171,ibm_27q,wstate,qiskit,2
345,27,734,"{'rz': 603, 'sx': 502, 'x': 34, 'measure': 17}",{'cx': 1327},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (18, 15)",su2random_mapped_ibm_montreal_qiskit_opt3_17.qasm,4063,ibm_27q,su2random,qiskit,3
346,27,1643,"{'rz': 1706, 'sx': 649, 'x': 22, 'measure': 22}",{'cx': 3579},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 22); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",random_mapped_ibm_montreal_qiskit_opt1_22.qasm,2976,ibm_27q,random,qiskit,1
347,27,729,"{'rz': 874, 'sx': 512, 'measure': 15}",{'cx': 1323},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14)",portfoliovqe_mapped_ibm_montreal_qiskit_opt2_15.qasm,2079,ibm_27q,portfoliovqe,qiskit,2
348,27,37,"{'rz': 72, 'sx': 36, 'measure': 22}",{'cx': 61},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",graphstate_mapped_ibm_montreal_qiskit_opt1_22.qasm,2647,ibm_27q,graphstate,qiskit,1
349,27,652,"{'rz': 444, 'sx': 18, 'measure': 17}",{'cx': 1584},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (16, 14)",qftentangled_mapped_ibm_montreal_qiskit_opt0_17.qasm,3152,ibm_27q,qftentangled,qiskit,0
350,27,998,"{'rz': 208, 'sx': 208, 'measure': 26}",{'cx': 3618},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24); (25, 26); (26, 25)",twolocalrandom_mapped_ibm_montreal_qiskit_opt2_26.qasm,2969,ibm_27q,twolocalrandom,qiskit,2
351,27,558,"{'rz': 525, 'sx': 34, 'measure': 17, 'x': 1}",{'cx': 951},"(1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (7, 4); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (18, 15); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qpeinexact_mapped_ibm_montreal_qiskit_opt1_18.qasm,3120,ibm_27q,qpeinexact,qiskit,1
352,27,812,"{'rz': 1036, 'sx': 310, 'x': 39, 'measure': 24}",{'cx': 1662},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 11); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (14, 16); (15, 12); (15, 18); (16, 14); (16, 19); (17, 18); (18, 15); (18, 17); (18, 21); (19, 16); (19, 20); (19, 22); (20, 19); (21, 18); (21, 23); (22, 19); (22, 25); (23, 21); (23, 24); (24, 23); (24, 25); (25, 22); (25, 24)",qpeinexact_mapped_ibm_montreal_qiskit_opt3_25.qasm,2554,ibm_27q,qpeinexact,qiskit,3
353,27,1057,"{'rz': 192, 'sx': 128, 'measure': 16}",{'cx': 3387},"(0, 1); (1, 0); (1, 2); (1, 4); (2, 1); (2, 3); (3, 2); (3, 5); (4, 1); (4, 7); (5, 3); (5, 8); (6, 7); (7, 4); (7, 6); (7, 10); (8, 5); (8, 9); (8, 11); (9, 8); (10, 7); (10, 12); (11, 8); (11, 14); (12, 10); (12, 13); (12, 15); (13, 12); (13, 14); (14, 11); (14, 13); (15, 12)",realamprandom_mapped_ibm_montreal_qiskit_opt0_16.qasm,3111,ibm_27q,realamprandom,qiskit,0
