QTask_ID,Status,QDCenter,QNode_ID,Execution_Time,Start_Time,Finish_Time,No_Qubits,No_Layers,Cost,Application
463,SUCCESS,2,1,18123.28,4456685.06,4474808.34,127,7792,28997.248000000418,realamprandom
464,SUCCESS,2,1,4357.28,4474808.34,4479165.62,127,3215,6971.648000000418,grover-v-chain
465,SUCCESS,2,1,6113.26,4479165.62,4485278.88,127,1366,9781.215999999642,qft
468,SUCCESS,2,1,7542.73,4485278.88,4492821.61,127,1944,12068.367999999226,qnn
469,SUCCESS,2,1,4125.86,4492821.61,4496947.47,127,1584,6601.376000000537,twolocalrandom
470,SUCCESS,2,1,18660.75,4496947.47,4515608.22,127,5312,29857.2,twolocalrandom
471,SUCCESS,2,1,7677.68,4515608.22,4523285.9,127,2623,12284.288000001014,su2random
474,SUCCESS,2,1,705.92,4523285.9,4523991.82,127,167,1129.4719999998808,qpeinexact
476,SUCCESS,2,1,2061.53,4523991.82,4526053.35,127,1188,3298.447999998927,realamprandom
477,SUCCESS,2,1,34506.18,4526053.35,4560559.53,127,8109,55209.88800000102,su2random
478,SUCCESS,2,1,1123.41,4560559.53,4561682.94,127,697,1797.4559999987484,realamprandom
479,SUCCESS,2,1,130.43,4561682.94,4561813.37,127,57,208.68800000101328,wstate
481,SUCCESS,2,1,86.94,4561813.37,4561900.31,127,19,139.10399999916555,ghz
482,SUCCESS,2,1,404.99,4561900.31,4562305.3,127,159,647.9840000003577,graphstate
483,SUCCESS,2,1,115185.03,4562305.3,4677490.33,127,35811,184296.04800000042,shor
485,SUCCESS,2,1,377.26,4677490.33,4677867.59,127,89,603.6159999996424,graphstate
487,SUCCESS,2,1,1624.1,4677867.59,4679491.69,127,351,2598.5600000008944,ghz
489,SUCCESS,2,1,715.69,4679491.69,4680207.38,127,254,1145.1039999991656,portfoliovqe
490,SUCCESS,2,1,1014.92,4680207.38,4681222.3,127,546,1623.871999999881,dj
491,SUCCESS,2,1,2489.28,4681222.3,4683711.58,127,1998,3982.8480000004174,ae
492,SUCCESS,2,1,3263.17,4683711.58,4686974.75,127,1826,5221.071999999881,twolocalrandom
493,SUCCESS,2,1,4018.34,4686974.75,4690993.09,127,861,6429.343999999762,ae
494,SUCCESS,2,1,24024.84,4690993.09,4715017.93,127,7188,38439.743999999766,pricingcall
495,SUCCESS,2,1,24406.34,4715017.93,4739424.27,127,8203,39050.14399999976,qftentangled
496,SUCCESS,2,1,4145.97,4739424.27,4743570.24,127,939,6633.552000001073,qftentangled
497,SUCCESS,2,1,13024.18,4743570.24,4756594.42,127,2949,20838.687999999525,qft
498,SUCCESS,2,1,7202.08,4756594.42,4763796.5,127,2269,11523.32800000012,random
500,SUCCESS,2,1,1882.45,4763796.5,4765678.95,127,1187,3011.9200000002984,qnn
501,SUCCESS,2,1,14830.38,4765678.95,4780509.33,127,6593,23728.607999999822,random
502,SUCCESS,2,1,8843.14,4780509.33,4789352.47,127,4453,14149.023999999465,qpeinexact
505,SUCCESS,2,1,1022.09,4789352.47,4790374.56,127,394,1635.3439999997618,random
506,SUCCESS,2,1,3439.12,4790374.56,4793813.68,127,1315,5502.592000000179,qftentangled
507,SUCCESS,2,1,4838.64,4793813.68,4798652.32,127,2245,7741.824000000954,su2random
509,SUCCESS,2,1,50239.04,4798652.32,4848891.36,127,28564,80382.46400000007,random
510,SUCCESS,2,1,35469.32,4848891.36,4884360.68,127,16703,56750.91199999899,realamprandom
511,SUCCESS,2,1,12485.57,4884360.68,4896846.25,127,3611,19976.912000000477,qpeexact
512,SUCCESS,2,1,687.04,4896846.25,4897533.29,127,226,1099.2640000000597,dj
513,SUCCESS,2,1,2613.34,4897533.29,4900146.63,127,676,4181.343999999762,dj
514,SUCCESS,2,1,19036.28,4900146.63,4919182.91,127,5869,30458.048000000417,ae
515,SUCCESS,2,1,144.35,4919182.91,4919327.26,127,78,230.95999999940398,graphstate
517,SUCCESS,2,1,138.98,4919327.26,4919466.24,127,48,222.36800000071526,ghz
518,SUCCESS,2,1,3852.5,4919466.24,4923318.74,127,873,6164.0,qpeexact
519,SUCCESS,2,1,12673.17,4923318.74,4935991.91,127,4455,20277.071999999884,qpeexact
520,SUCCESS,2,1,14860.72,4935991.91,4950852.63,127,10824,23777.151999999583,qpeinexact
522,SUCCESS,2,1,3639.76,4950852.63,4954492.39,127,1443,5823.615999999643,realamprandom
523,SUCCESS,2,1,1665.77,4954492.39,4956158.16,127,1029,2665.232000000775,qpeexact
524,SUCCESS,2,1,1868.62,4956158.16,4958026.78,127,1440,2989.791999998689,ae
525,SUCCESS,2,1,1920.12,4958026.78,4959946.9,127,877,3072.192000000179,random
526,SUCCESS,2,1,131.88,4959946.9,4960078.78,127,51,211.0080000013113,ghz
527,SUCCESS,2,1,8296.53,4960078.78,4968375.31,127,2889,13274.447999998927,qftentangled
528,SUCCESS,2,1,3206.63,4968375.31,4971581.94,127,819,5130.608000001312,qftentangled
529,SUCCESS,2,1,14398.65,4971581.94,4985980.59,127,5312,23037.83999999911,realamprandom
530,SUCCESS,2,1,16924.97,4985980.59,5002905.56,127,3611,27079.951999999583,qpeinexact
531,SUCCESS,2,1,724.44,5002905.56,5003630,127,443,1159.1040000006558,portfolioqaoa
532,SUCCESS,2,1,6183.01,5003630,5009813.01,127,2294,9892.815999999642,qft
534,SUCCESS,2,1,4829.61,5009813.01,5014642.62,127,2577,7727.376000000537,qft
535,SUCCESS,2,1,66.93,5014642.62,5014709.55,127,34,107.08799999952316,ghz
536,SUCCESS,2,1,7207.76,5014709.55,5021917.31,127,3211,11532.415999999643,realamprandom
537,SUCCESS,2,1,461.41,5021917.31,5022378.72,127,196,738.2560000002385,twolocalrandom
541,SUCCESS,2,1,172.85,5022378.72,5022551.57,127,77,276.55999999940394,wstate
542,SUCCESS,2,1,43894.8,5022551.57,5066446.37,127,9316,70231.6800000012,qnn
544,SUCCESS,2,1,252.8,5066446.37,5066699.17,127,125,404.479999999702,graphstate
545,SUCCESS,2,1,14831.59,5066699.17,5081530.76,127,4450,23730.54399999976,su2random
546,SUCCESS,2,1,8756.83,5081530.76,5090287.59,127,2308,14010.92800000012,random
547,SUCCESS,2,1,8356.35,5090287.59,5098643.94,127,4431,13370.160000000895,qft
548,SUCCESS,2,1,23979.74,5098643.94,5122623.68,127,8575,38367.58399999887,qpeexact
549,SUCCESS,2,1,18799.98,5122623.68,5141423.66,127,3992,30079.968000000717,qftentangled
550,SUCCESS,2,1,36619.85,5141423.66,5178043.51,127,8142,58591.759999999405,qftentangled
551,SUCCESS,2,1,2520.07,5178043.51,5180563.58,127,1094,4032.112000000477,ae
552,SUCCESS,2,1,12970.95,5180563.58,5193534.53,127,4363,20753.51999999881,ae
553,SUCCESS,2,1,15073.23,5193534.53,5208607.76,127,9590,24117.168000000718,qpeinexact
554,SUCCESS,2,1,218.21,5208607.76,5208825.97,127,138,349.1359999999404,graphstate
556,SUCCESS,2,1,8786.29,5208825.97,5217612.26,127,3081,14058.06400000006,qpeinexact
557,SUCCESS,2,1,3375.28,5217612.26,5220987.54,127,740,5400.448000000418,realamprandom
558,SUCCESS,2,1,19593.19,5220987.54,5240580.73,127,5729,31349.103999999166,qpeinexact
560,SUCCESS,2,1,1321.32,5240580.73,5241902.05,127,818,2114.112000000477,qftentangled
561,SUCCESS,2,1,3523.14,5241902.05,5245425.19,127,2071,5637.024000000954,twolocalrandom
563,SUCCESS,2,1,184.45,5245425.19,5245609.64,127,60,295.11999999880794,graphstate
565,SUCCESS,2,1,8746.38,5245609.64,5254356.02,127,4340,13994.207999999822,qpeexact
566,SUCCESS,2,1,1809.83,5254356.02,5256165.85,127,1127,2895.728000000119,su2random
569,SUCCESS,2,1,3358.5,5256165.85,5259524.35,127,704,5373.6,su2random
570,SUCCESS,2,1,449.16,5259524.35,5259973.51,127,197,718.6560000002385,dj
571,SUCCESS,2,1,10802.18,5259973.51,5270775.69,127,2577,17283.488000001013,realamprandom
572,SUCCESS,2,1,17319.17,5270775.69,5288094.86,127,5649,27710.671999999882,qnn
573,SUCCESS,2,1,967.24,5288094.86,5289062.1,127,630,1547.5839999988675,dj
574,SUCCESS,2,1,33474.38,5289062.1,5322536.48,127,20237,53559.00800000131,random
575,SUCCESS,2,1,64335.54,5322536.48,5386872.02,127,13709,102936.86399999858,twolocalrandom
576,SUCCESS,2,1,6698.33,5386872.02,5393570.35,127,2827,10717.32800000012,qpeinexact
577,SUCCESS,2,1,188.48,5393570.35,5393758.83,127,45,301.56800000071524,ghz
579,SUCCESS,2,1,2720.65,5393758.83,5396479.48,127,663,4353.039999999106,dj
580,SUCCESS,2,1,59569.92,5396479.48,5456049.4,127,15513,95311.87200000137,su2random
581,SUCCESS,2,1,15424.1,5456049.4,5471473.5,127,12510,24678.559999999405,realamprandom
582,SUCCESS,2,1,1260.99,5471473.5,5472734.49,127,406,2017.5840000003577,dj
583,SUCCESS,2,1,6170.36,5472734.49,5478904.85,127,1600,9872.575999999048,qnn
584,SUCCESS,2,1,20115.77,5478904.85,5499020.62,127,11600,32185.232000000775,qnn
586,SUCCESS,2,1,1074.78,5499020.62,5500095.4,127,853,1719.6480000004174,qft
587,SUCCESS,2,1,1871.92,5500095.4,5501967.32,127,574,2995.071999999881,ghz
588,SUCCESS,2,1,6002.89,5501967.32,5507970.21,127,1887,9604.623999999463,qft
590,SUCCESS,2,1,40687.79,5507970.21,5548658,127,12508,65100.464000000065,twolocalrandom
591,SUCCESS,2,1,2291.85,5548658,5550949.85,127,544,3666.9599999994043,dj
592,SUCCESS,2,1,321.66,5550949.85,5551271.51,127,153,514.6560000002385,graphstate
593,SUCCESS,2,1,2462.69,5551271.51,5553734.2,127,784,3940.304000000656,qft
594,SUCCESS,2,1,689.46,5553734.2,5554423.66,127,161,1103.1359999999404,graphstate
597,SUCCESS,2,1,31776.13,5554423.66,5586199.79,127,8409,50841.80799999982,realamprandom
598,SUCCESS,2,1,1119.88,5586199.79,5587319.67,127,319,1791.8079999998213,graphstate
599,SUCCESS,2,1,95519.48,5587319.67,5682839.15,127,24544,152831.16799999922,random
600,SUCCESS,2,1,31186.65,5682839.15,5714025.8,127,11436,49898.640000000596,realamprandom
601,SUCCESS,2,1,34359.34,5714025.8,5748385.14,127,8978,54974.94399999976,su2random
602,SUCCESS,2,1,22.99,5748385.14,5748408.13,127,12,36.78400000035763,ghz
604,SUCCESS,2,1,1582.14,5748408.13,5749990.27,127,792,2531.423999999464,dj
605,SUCCESS,2,1,7109.99,5749990.27,5757100.26,127,5664,11375.984000000359,qft
606,SUCCESS,2,1,15298.9,5757100.26,5772399.16,127,3293,24478.2400000006,su2random
607,SUCCESS,2,1,454.69,5772399.16,5772853.85,127,306,727.5039999991656,portfoliovqe
608,SUCCESS,2,1,2012.78,5772853.85,5774866.63,127,1309,3220.4480000004173,random
609,SUCCESS,2,1,4502.2,5774866.63,5779368.83,127,1339,7203.520000000299,qpeexact
610,SUCCESS,2,1,302.76,5779368.83,5779671.59,127,97,484.4159999996424,ghz
611,SUCCESS,2,1,2332.45,5779671.59,5782004.04,127,955,3731.9200000002984,wstate
613,SUCCESS,2,1,287.35,5782004.04,5782291.39,127,143,459.759999999404,dj
615,SUCCESS,2,1,184.21,5782291.39,5782475.6,127,42,294.7359999999404,qaoa
617,SUCCESS,2,1,7160.07,5782475.6,5789635.67,127,2265,11456.112000000478,ae
618,SUCCESS,2,1,4152.4,5789635.67,5793788.07,127,873,6643.840000000597,qpeinexact
619,SUCCESS,2,1,9621.54,5793788.07,5803409.61,127,3334,15394.46399999857,qft
620,SUCCESS,2,1,2044.58,5803409.61,5805454.19,127,1032,3271.3280000001196,qnn
621,SUCCESS,2,1,118364.64,5805454.19,5923818.83,127,33864,189383.42400000096,random
622,SUCCESS,2,1,603.63,5923818.83,5924422.46,127,202,965.8079999998213,wstate
623,SUCCESS,2,1,1931.04,5924422.46,5926353.5,127,459,3089.66400000006,graphstate
624,SUCCESS,2,1,2863.21,5926353.5,5929216.71,127,1086,4581.13599999994,pricingput
625,SUCCESS,2,1,180.28,5929216.71,5929396.99,127,77,288.44800000041727,wstate
626,SUCCESS,2,1,37483.93,5929396.99,5966880.92,127,7908,59974.28799999953,random
627,SUCCESS,2,1,2644.66,5966880.92,5969525.58,127,780,4231.456000000238,qpeexact
629,SUCCESS,2,1,3168.75,5969525.58,5972694.33,127,778,5070.0,qftentangled
630,SUCCESS,2,1,1219.43,5972694.33,5973913.76,127,488,1951.0879999995232,dj
631,SUCCESS,2,1,195.48,5973913.76,5974109.24,127,43,312.7680000007153,ghz
634,SUCCESS,2,1,5886.53,5974109.24,5979995.77,127,3016,9418.447999998927,ae
635,SUCCESS,2,1,683.56,5979995.77,5980679.33,127,209,1093.6960000008346,wstate
636,SUCCESS,2,1,24919.68,5980679.33,6005599.01,127,7070,39871.487999999525,qpeinexact
638,SUCCESS,2,1,537.21,6005599.01,6006136.22,127,125,859.5359999999405,ghz
639,SUCCESS,2,1,116.56,6006136.22,6006252.78,127,32,186.49600000083447,graphstate
640,SUCCESS,2,1,96.88,6006252.78,6006349.66,127,43,155.0079999998212,graphstate
641,SUCCESS,2,1,1010.59,6006349.66,6007360.25,127,321,1616.9439999997617,wstate
643,SUCCESS,2,1,7065.21,6007360.25,6014425.46,127,1757,11304.335999999941,realamprandom
644,SUCCESS,2,1,938.62,6014425.46,6015364.08,127,368,1501.7920000001789,portfolioqaoa
645,SUCCESS,2,1,55996.96,6015364.08,6071361.04,127,13163,89595.13599999994,su2random
646,SUCCESS,2,1,2192.98,6071361.04,6073554.02,127,1085,3508.767999999225,qpeinexact
647,SUCCESS,2,1,913.13,6073554.02,6074467.15,127,495,1461.0080000013113,qft
648,SUCCESS,2,1,9779.98,6074467.15,6084247.13,127,2749,15647.967999999226,qpeinexact
649,SUCCESS,2,1,22195.72,6084247.13,6106442.85,127,8018,35513.15199999959,su2random
650,SUCCESS,2,1,3695.76,6106442.85,6110138.61,127,1836,5913.216000001133,qft
651,SUCCESS,2,1,18334.25,6110138.61,6128472.86,127,5542,29334.79999999851,qpeinexact
652,SUCCESS,2,1,2028.66,6128472.86,6130501.52,127,477,3245.8560000002385,qpeinexact
655,SUCCESS,2,1,13085.72,6130501.52,6143587.24,127,4260,20937.152000001075,qpeexact
656,SUCCESS,2,1,614.89,6143587.24,6144202.13,127,153,983.8239999994636,graphstate
657,SUCCESS,2,1,200.31,6144202.13,6144402.44,127,109,320.49599999934435,wstate
658,SUCCESS,2,1,4807.18,6144402.44,6149209.62,127,1450,7691.4880000010135,pricingput
659,SUCCESS,2,1,6493.75,6149209.62,6155703.37,127,1504,10390.0,wstate
660,SUCCESS,2,1,8811.41,6155703.37,6164514.78,127,1879,14098.25600000024,qnn
661,SUCCESS,2,1,34280.02,6164514.78,6198794.8,127,9442,54848.031999999286,qnn
662,SUCCESS,2,1,82.62,6198794.8,6198877.42,127,53,132.1920000001788,ghz
664,SUCCESS,2,1,781.58,6198877.42,6199659,127,236,1250.5280000001194,graphstate
666,SUCCESS,2,1,28857.44,6199659,6228516.44,127,8270,46171.90400000066,qpeinexact
667,SUCCESS,2,1,69.64,6228516.44,6228586.08,127,15,111.42399999946356,ghz
668,SUCCESS,2,1,1592.23,6228586.08,6230178.31,127,591,2547.5679999992253,qft
669,SUCCESS,2,1,607.82,6230178.31,6230786.13,127,129,972.5120000004769,wstate
670,SUCCESS,2,1,1212.91,6230786.13,6231999.04,127,373,1940.6560000002385,wstate
671,SUCCESS,2,1,1997.78,6231999.04,6233996.82,127,470,3196.4480000004173,portfolioqaoa
674,SUCCESS,2,1,8594.83,6233996.82,6242591.65,127,3673,13751.72799999863,qftentangled
677,SUCCESS,2,1,3333.3,6242591.65,6245924.95,127,1539,5333.280000001192,ae
678,SUCCESS,2,1,217.53,6245924.95,6246142.48,127,108,348.04800000041723,ghz
679,SUCCESS,2,1,3647.71,6246142.48,6249790.19,127,765,5836.3359999984505,realamprandom
680,SUCCESS,2,1,2150.96,6249790.19,6251941.15,127,605,3441.5359999999405,dj
682,SUCCESS,2,1,52.24,6251941.15,6251993.39,127,37,83.58400000035763,dj
683,SUCCESS,2,1,2587.44,6251993.39,6254580.83,127,1551,4139.904000000656,qnn
684,SUCCESS,2,1,257.28,6254580.83,6254838.11,127,110,411.64799999892716,dj
685,SUCCESS,2,1,12699.58,6254838.11,6267537.69,127,3973,20319.32800000161,qwalk-v-chain
687,SUCCESS,2,1,2049.48,6267537.69,6269587.17,127,1014,3279.1679999992252,ghz
688,SUCCESS,2,1,4008.28,6269587.17,6273595.45,127,3295,6413.248000000418,qpeinexact
689,SUCCESS,2,1,4991.28,6273595.45,6278586.73,127,1843,7986.048000000417,ae
690,SUCCESS,2,1,1297.52,6278586.73,6279884.25,127,356,2076.031999999285,graphstate
691,SUCCESS,2,1,34952.5,6279884.25,6314836.75,127,8525,55924.0,ae
692,SUCCESS,2,1,30254.09,6314836.75,6345090.84,127,7493,48406.54399999976,su2random
693,SUCCESS,2,1,21155.81,6345090.84,6366246.65,127,6404,33849.29599999935,qpeexact
694,SUCCESS,2,1,3267.39,6366246.65,6369514.04,127,789,5227.824000000954,su2random
695,SUCCESS,2,1,29204.58,6369514.04,6398718.62,127,8481,46727.328000000125,qpeinexact
696,SUCCESS,2,1,774.57,6398718.62,6399493.19,127,259,1239.3119999989867,random
697,SUCCESS,2,1,4739.58,6399493.19,6404232.77,127,2464,7583.32800000012,qft
698,SUCCESS,2,1,4177.21,6404232.77,6408409.98,127,968,6683.535999999941,qpeinexact
700,SUCCESS,2,1,10932.56,6408409.98,6419342.54,127,3916,17492.096000000834,qftentangled
701,SUCCESS,2,1,1518.35,6419342.54,6420860.89,127,358,2429.359999999404,ghz
702,SUCCESS,2,1,31.92,6420860.89,6420892.81,127,13,51.071999999880795,ghz
704,SUCCESS,2,1,14546.19,6420892.81,6435439,127,3765,23273.904000000657,qpeinexact
705,SUCCESS,2,1,617.25,6435439,6436056.25,127,370,987.6,graphstate
706,SUCCESS,2,1,12073.95,6436056.25,6448130.2,127,7202,19318.320000000298,twolocalrandom
707,SUCCESS,2,1,575.21,6448130.2,6448705.41,127,347,920.3359999999404,su2random
708,SUCCESS,2,1,2769.85,6448705.41,6451475.26,127,1007,4431.7599999994045,realamprandom
709,SUCCESS,2,1,19605.11,6451475.26,6471080.37,127,5193,31368.176000000538,qnn
710,SUCCESS,2,1,2900,6471080.37,6473980.37,127,951,4640.0,wstate
711,SUCCESS,2,1,8625.26,6473980.37,6482605.63,127,3991,13800.415999999643,ae
712,SUCCESS,2,1,6086.4,6482605.63,6488692.03,127,2161,9738.239999999107,ae
713,SUCCESS,2,1,12484.76,6488692.03,6501176.79,127,3441,19975.616000001133,ae
714,SUCCESS,2,1,1203.53,6501176.79,6502380.32,127,744,1925.6480000004174,qnn
715,SUCCESS,2,1,5811.22,6502380.32,6508191.54,127,1687,9297.951999999583,random
716,SUCCESS,2,1,3459.21,6508191.54,6511650.75,127,854,5534.735999999941,qpeexact
717,SUCCESS,2,1,2520.28,6511650.75,6514171.03,127,767,4032.447999998927,qnn
718,SUCCESS,2,1,512.65,6514171.03,6514683.68,127,166,820.2400000005961,graphstate
719,SUCCESS,2,1,1125.52,6514683.68,6515809.2,127,395,1800.832000000775,ghz
720,SUCCESS,2,1,19439.86,6515809.2,6535249.06,127,8927,31103.77599999905,realamprandom
722,SUCCESS,2,1,178.05,6535249.06,6535427.11,127,46,284.8800000011921,graphstate
724,SUCCESS,2,1,541.11,6535427.11,6535968.22,127,329,865.7759999990463,qnn
727,SUCCESS,2,1,18590.36,6535968.22,6554558.58,127,15297,29744.57600000054,random
728,SUCCESS,2,1,9811.12,6554558.58,6564369.7,127,3943,15697.79200000018,qftentangled
729,SUCCESS,2,1,15616.27,6564369.7,6579985.97,127,5049,24986.031999999286,random
730,SUCCESS,2,1,2345.57,6579985.97,6582331.54,127,1536,3752.912000000477,wstate
731,SUCCESS,2,1,158.17,6582331.54,6582489.71,127,97,253.0719999998808,dj
732,SUCCESS,2,1,74192.85,6582489.71,6656682.56,127,18581,118708.55999999942,random
734,SUCCESS,2,1,4728.48,6656682.56,6661411.04,127,1166,7565.568000000716,qpeexact
736,SUCCESS,2,1,317.12,6661411.04,6661728.16,127,150,507.3920000001788,dj
737,SUCCESS,2,1,4841.37,6661728.16,6666569.53,127,1704,7746.192000000179,qpeinexact
738,SUCCESS,2,1,366.03,6666569.53,6666935.56,127,95,585.6479999989272,ghz
739,SUCCESS,2,1,465.69,6666935.56,6667401.25,127,115,745.1040000006557,ghz
740,SUCCESS,2,1,1459.93,6667401.25,6668861.18,127,748,2335.8879999995233,realamprandom
741,SUCCESS,2,1,2184.54,6668861.18,6671045.72,127,539,3495.2640000000597,ghz
742,SUCCESS,2,1,42950.44,6671045.72,6713996.16,127,15030,68720.70400000065,twolocalrandom
743,SUCCESS,2,1,18786.08,6713996.16,6732782.24,127,6240,30057.72800000012,realamprandom
744,SUCCESS,2,1,2555,6732782.24,6735337.24,127,730,4088.0,qpeinexact
745,SUCCESS,2,1,45549.71,6735337.24,6780886.95,127,10830,72879.53599999995,qpeinexact
746,SUCCESS,2,1,31297.23,6780886.95,6812184.18,127,8342,50075.56799999923,realamprandom
749,SUCCESS,2,1,5371.16,6812184.18,6817555.34,127,1281,8593.856000000238,random
750,SUCCESS,2,1,9604.16,6817555.34,6827159.5,127,2116,15366.65600000024,ae
752,SUCCESS,2,1,2794.59,6827159.5,6829954.09,127,1110,4471.343999999762,twolocalrandom
753,SUCCESS,2,1,24038.14,6829954.09,6853992.23,127,6237,38461.02399999947,ae
754,SUCCESS,2,1,34630.22,6853992.23,6888622.45,127,9046,55408.352000001076,su2random
755,SUCCESS,2,1,8607.53,6888622.45,6897229.98,127,2367,13772.048000000417,qnn
756,SUCCESS,2,1,49401.18,6897229.98,6946631.16,127,13997,79041.88799999953,twolocalrandom
757,SUCCESS,2,1,5845.11,6946631.16,6952476.27,127,2561,9352.175999999046,su2random
758,SUCCESS,2,1,1301.65,6952476.27,6953777.92,127,400,2082.640000000596,portfolioqaoa
759,SUCCESS,2,1,11592.73,6953777.92,6965370.65,127,3761,18548.368000000715,grover-noancilla
760,SUCCESS,2,1,4265.54,6965370.65,6969636.19,127,1317,6824.86399999857,twolocalrandom
763,SUCCESS,2,1,163.66,6969636.19,6969799.85,127,63,261.85600000023845,groundstate
764,SUCCESS,2,1,3934.48,6969799.85,6973734.33,127,1444,6295.168000000715,pricingcall
765,SUCCESS,2,1,23887.78,6973734.33,6997622.11,127,8485,38220.44799999893,random
766,SUCCESS,2,1,316.09,6997622.11,6997938.2,127,67,505.7440000012517,ghz
767,SUCCESS,2,1,2241.43,6997938.2,7000179.63,127,763,3586.2879999995234,qpeinexact
768,SUCCESS,2,1,8377,7000179.63,7008556.63,127,6268,13403.2,qpeinexact
770,SUCCESS,2,1,4045.12,7008556.63,7012601.75,127,1396,6472.192000000179,qpeinexact
771,SUCCESS,2,1,21035.99,7012601.75,7033637.74,127,4698,33657.58400000036,qwalk-noancilla
772,SUCCESS,2,1,199.43,7033637.74,7033837.17,127,42,319.08799999952316,ghz
773,SUCCESS,2,1,4930.11,7033837.17,7038767.28,127,1623,7888.175999999046,realamprandom
774,SUCCESS,2,1,6759.82,7038767.28,7045527.1,127,2444,10815.712000000478,qftentangled
775,SUCCESS,2,1,4123.29,7045527.1,7049650.39,127,3045,6597.26400000006,twolocalrandom
776,SUCCESS,2,1,334.82,7049650.39,7049985.21,127,231,535.7120000004769,random
777,SUCCESS,2,1,3314.14,7049985.21,7053299.35,127,1005,5302.623999999464,qft
778,SUCCESS,2,1,20315.2,7053299.35,7073614.55,127,5437,32504.320000000298,su2random
780,SUCCESS,2,1,623.44,7073614.55,7074237.99,127,368,997.5040000006557,dj
781,SUCCESS,2,1,22557.19,7074237.99,7096795.18,127,4797,36091.503999999164,realamprandom
782,SUCCESS,2,1,1304.06,7096795.18,7098099.24,127,536,2086.4960000008346,qpeinexact
783,SUCCESS,2,1,13418.54,7098099.24,7111517.78,127,5278,21469.664000000063,ae
785,SUCCESS,2,1,35739.77,7111517.78,7147257.55,127,15197,57183.631999999285,random
786,SUCCESS,2,1,6232.93,7147257.55,7153490.48,127,2615,9972.688000001013,su2random
789,SUCCESS,2,1,390.65,7153490.48,7153881.13,127,145,625.0399999991059,wstate
790,SUCCESS,2,1,1397.86,7153881.13,7155278.99,127,631,2236.5760000005366,dj
793,SUCCESS,2,1,851.5,7155278.99,7156130.49,127,212,1362.4,pricingput
794,SUCCESS,2,1,1200.54,7156130.49,7157331.03,127,551,1920.8639999985696,dj
795,SUCCESS,2,1,15648.47,7157331.03,7172979.5,127,4459,25037.552000001073,ae
796,SUCCESS,2,1,3079.8,7172979.5,7176059.3,127,814,4927.679999999702,realamprandom
797,SUCCESS,2,1,8129.91,7176059.3,7184189.21,127,2020,13007.85600000024,qpeinexact
799,SUCCESS,2,1,403.83,7184189.21,7184593.04,127,182,646.1280000001193,qpeinexact
800,SUCCESS,2,1,3932.98,7184593.04,7188526.02,127,2211,6292.767999999225,qpeinexact
802,SUCCESS,2,1,542,7188526.02,7189068.02,127,382,867.2,dj
804,SUCCESS,2,1,703.97,7189068.02,7189771.99,127,368,1126.3520000010728,twolocalrandom
806,SUCCESS,2,1,21415.54,7189771.99,7211187.53,127,14188,34264.86399999857,realamprandom
807,SUCCESS,2,1,2790.31,7211187.53,7213977.84,127,920,4464.496000000835,qft
808,SUCCESS,2,1,7735.93,7213977.84,7221713.77,127,3109,12377.487999999525,qpeinexact
809,SUCCESS,2,1,9031.86,7221713.77,7230745.63,127,3253,14450.976000000537,qftentangled
810,SUCCESS,2,1,1915.9,7230745.63,7232661.53,127,433,3065.4400000005962,dj
811,SUCCESS,2,1,13264.76,7232661.53,7245926.29,127,8206,21223.615999999645,qnn
812,SUCCESS,2,1,4521.44,7245926.29,7250447.73,127,952,7234.304000000656,qft
813,SUCCESS,2,1,1143.21,7250447.73,7251590.94,127,680,1829.1359999984504,dj
815,SUCCESS,2,1,562.87,7251590.94,7252153.81,127,196,900.5920000001788,realamprandom
816,SUCCESS,2,1,1619.99,7252153.81,7253773.8,127,536,2591.984000000358,qpeexact
817,SUCCESS,2,1,1486.12,7253773.8,7255259.92,127,800,2377.792000000179,ae
818,SUCCESS,2,1,4919.35,7255259.92,7260179.27,127,1790,7870.959999999404,qft
819,SUCCESS,2,1,2014.77,7260179.27,7262194.04,127,1398,3223.632000000775,qpeexact
820,SUCCESS,2,1,4443.08,7262194.04,7266637.12,127,1285,7108.92800000012,wstate
822,SUCCESS,2,1,435.3,7266637.12,7267072.42,127,200,696.479999999702,dj
824,SUCCESS,2,1,2139.35,7267072.42,7269211.77,127,520,3422.9599999994043,su2random
825,SUCCESS,2,1,1059.09,7269211.77,7270270.86,127,541,1694.5440000012518,qnn
827,SUCCESS,2,1,36494.06,7270270.86,7306764.92,127,12503,58390.495999999344,random
828,SUCCESS,2,1,10721.76,7306764.92,7317486.68,127,4905,17154.815999999642,random
829,SUCCESS,2,1,4266.56,7317486.68,7321753.24,127,1672,6826.496000000835,qpeexact
830,SUCCESS,2,1,9353.27,7321753.24,7331106.51,127,5051,14965.231999999285,twolocalrandom
833,SUCCESS,2,1,1149.72,7331106.51,7332256.23,127,392,1839.551999999583,qft
834,SUCCESS,2,1,2188.8,7332256.23,7334445.03,127,855,3502.0800000011923,realamprandom
835,SUCCESS,2,1,470.48,7334445.03,7334915.51,127,113,752.7679999992251,qpeexact
836,SUCCESS,2,1,8886.21,7334915.51,7343801.72,127,2155,14217.935999999941,qnn
837,SUCCESS,2,1,2118.67,7343801.72,7345920.39,127,444,3389.871999999881,portfolioqaoa
838,SUCCESS,2,1,1150.22,7345920.39,7347070.61,127,289,1840.352000001073,wstate
